DateTime,Temperature,Humidity
12/12/20 21:15:33,19.8,61.5
12/12/20 21:16:33,19.8,61.5
12/12/20 21:17:34,19.8,61.5
12/12/20 21:18:39,19.8,61.5
12/12/20 21:19:40,19.8,61.5
12/12/20 21:20:41,19.8,61.4
12/12/20 21:21:41,19.8,61.5
12/12/20 21:22:42,19.8,61.4
12/12/20 21:23:42,19.8,61.4
